,num_spikes,firing_rate,presence_ratio,snr,isi_violations_ratio,isi_violations_count,rp_contamination,rp_violations,sliding_rp_violation,amplitude_cutoff,amplitude_median,amplitude_cv_median,amplitude_cv_range,sync_spike_2,sync_spike_4,sync_spike_8,firing_range,sd_ratio,cluster_id,unit_location_x,unit_location_y,unit_location_z,Day
0,3088,0.727573889628706,1.0,6.817991799571256,0.0,0,0.0,0,0.205,0.0002574387140613,-38.512497,0.1657804250717163,0.1911207661032676,0.1259715025906735,0.0012953367875647,0.0003238341968911,2.8,1.3120517849435502,34,40.75769056073081,425.9317564692363,7.561717198739529,D14
1,3786,0.8920319773750909,1.0,4.795512290677266,0.2961003816900049,3,0.6657862137344046,3,,0.0002611605213241,-25.74,0.2422685027122497,0.2042937204241752,0.095351294241944,0.0005282620179609,0.0,3.4,1.2419569434490625,37,36.1650419014726,452.3619714597486,16.70148984561653,D14
2,2423,0.5708910409878091,0.7285714285714285,6.252623512813538,0.240975063552785,1,0.4736210401795634,1,,0.0001068022738835,-33.344997,,,0.1333058192323565,0.0012381345439537,0.0,2.2,1.368212920909665,47,-13.40123039477039,505.571829007256,1.0000000000959641,D14
3,8108,1.910352686887807,1.0,7.1771276878206685,0.236725006348949,11,0.2172920034951547,6,0.31,0.0005469204548699,-39.975,,,0.1148248643315244,0.0007400098667982,0.0,8.4,1.634045674760627,57,37.96256180881335,595.9148961244356,9.031441853631021,D14
4,23662,5.575082051941205,1.0,3.485213092824724,0.5912782298810693,234,0.5923897866034774,110,,2.864221550250433e-05,-17.55,0.4254617691040039,0.271986150741577,0.1041332093652269,0.0010565463612543,0.0,9.329999999999997,1.5145995589743162,61,35.12740247064176,629.689005887677,16.972548645705757,D14
5,17723,4.175774626259571,1.0,1.132998560926708,0.5044550563119843,112,0.7673054160169827,70,,0.0002200154332143,-5.4599996,1.3185694217681885,0.6476085722446434,0.1237939400778649,0.0009027816961011,0.0,5.729999999999995,1.518101944305093,66,10.533388281082857,702.1320208751298,41.12443938334716,D14
6,4150,0.9777952208416872,0.9857142857142858,3.768981691891425,0.5750171242399316,7,0.8806000065082434,4,,0.0003199887325842,-17.355,,,0.0980722891566265,0.0036144578313253,0.0016867469879518,4.929999999999995,1.3068780538461195,77,257.83698733183314,92.85240295132273,1.0000000000000044,D14
7,14096,3.3212051645745593,1.0,2.1305651602371314,0.3987265698668761,56,0.5914094057972077,39,,1.835856288709205e-05,-9.36,0.5686461925506592,0.4146657884120941,0.0921538024971623,0.0012060158910329,0.0002837684449489,5.0,1.3076851463087142,80,237.34843579167148,102.07284787803624,8.526427622281291,D14
8,16818,3.962544584124215,1.0,5.6439493973911725,0.03501291548594,7,0.0382451851128063,5,0.05,0.0026155542184655,-27.689999,,,0.115471518611012,0.0010702818408847,5.946010227137591e-05,7.6,1.4012652372110674,85,291.93811862719036,139.3254693854384,1.0000000000009226,D14
9,3942,0.9287876531464891,0.9285714285714286,12.671241466171098,0.0910428180258142,1,0.1474323804397933,1,0.145,0.0001668134181258,-76.049995,,,0.1113647894469812,0.0005073566717402,0.0,2.6,4.250576478671454,86,263.55989613335083,164.82757556391746,1.0000000000000002,D14
