,num_spikes,firing_rate,presence_ratio,snr,isi_violations_ratio,isi_violations_count,rp_contamination,rp_violations,sliding_rp_violation,amplitude_cutoff,amplitude_median,amplitude_cv_median,amplitude_cv_range,sync_spike_2,sync_spike_4,sync_spike_8,firing_range,sd_ratio,cluster_id,unit_location_x,unit_location_y,unit_location_z,Day
0,25897,6.3526947332014165,1.0,1.3912129,0.3950989843019677,195,0.876340135042733,162,,0.0001063202323883,-13.844999,1.3293988704681396,0.8550803542137146,0.2774066494188516,0.0100397729466733,0.0007336757153338,8.0,1.5023098444471463,2,22.392416347119088,267.3337901573848,62.12933291926204,D16
1,26826,6.58058419557714,1.0,1.8494313,0.1850480234459784,98,0.2304942817860509,72,0.19,0.000562042160414,-15.21,1.282161831855774,1.224502220749855,0.2351077313054499,0.0034667859539252,0.0001491090732871,6.4,1.6635860301775744,6,33.2798525604307,240.86389458481887,51.6845040774925,D16
2,4010,0.9836778731180322,1.0,1.3430953,0.0,0,0.0,0,0.07,0.001098904072608,-17.94,0.7960202693939209,0.2693267256021497,0.2064837905236907,0.0019950124688279,0.0,1.0,1.0681905080309737,12,-54.85380889618986,301.35943865093355,1.000000000016677,D16
3,59232,14.52997700262526,1.0,9.786428,0.1948163518056383,503,0.273986299351414,407,0.185,8.0774155301771e-05,-122.46,0.4068760275840759,0.2420411854982376,0.3176154781199352,0.0082219070772555,0.0001012965964343,19.859999999999992,2.850256694897247,20,17.143659692234316,221.81677178227585,7.063248432551854,D16
4,258297,63.361856257548226,1.0,2.6390154,0.0074543980017093,366,0.005299331845462,173,0.005,1.0969836072576729e-05,-29.64,,,0.1824566293840037,0.0020906166157562,3.871512251400519e-06,27.37999999999999,1.197203944474164,21,20.95851313721348,160.7819392720996,10.056931656329617,D16
5,20109,4.932862431553743,1.0,3.9816315,0.201623206667363,60,0.2676977231599884,46,0.22,0.0004772639953757,-45.434998,0.3106933236122131,0.2036081492900848,0.205032572479984,0.0029340096474215,4.972897707494157e-05,6.059999999999991,1.0657376942701589,24,1.0749641342111749,189.1528231043912,13.89781667392483,D16
6,243763,59.796575906451594,1.0,3.3856142,0.0132179005999727,578,0.0106562535237111,309,0.01,2.3493062384534884e-06,-39.585,,,0.1863777521609104,0.0018911811882853,1.2307035932442578e-05,24.519999999999985,1.1284220593137606,27,12.63758886044344,175.09030493310686,1.0000000000000728,D16
7,8845,2.16973336352344,1.0,3.325147,0.0521069670986078,3,0.0535402460734084,2,0.095,0.0002529900086022,-39.0,0.4479597806930542,0.4574766904115677,0.2088185415488976,0.0036178631995477,0.0001130582249858,3.4000000000000004,1.23067518705699,28,-15.118193662440483,211.41653953836882,1.0000000000057983,D16
8,2207,0.5413907895190766,0.8805970149253731,5.501021,0.2789751688508968,1,0.0,0,0.29,0.0007386374097425,-64.935,,,0.1934753058450385,0.0036248300860897,0.0,1.4,0.9410628185609684,29,1.358815474969598,221.07983076579023,8.096116910995912,D16
9,297136,72.88930386703233,1.0,11.231697,0.0124203320002104,807,0.0091842785946133,396,0.01,2.7128307080240258e-06,-126.74999,,,0.2062422594367562,0.0026183296537612,6.730924559797534e-06,28.979999999999997,1.56190002003853,35,16.439386736259213,220.53606026384085,1.0000000000005123,D16
10,375556,92.12621628845778,1.0,6.3947115,0.0081506298162738,846,0.0063208178583756,436,0.005,7.845213194406532e-05,-81.119995,,,0.1750844081841323,0.0017547316512051,5.325437484689367e-06,32.44,1.8182272175367464,36,1.9121535369737164,227.46649709294178,10.52209724530192,D16
11,290963,71.37502867731722,1.0,3.2905395,0.0012840580877264,80,0.0011322171476436,47,0.005,2.805847533604746e-06,-37.05,,,0.1745342191275179,0.0015156566298807,1.0310589318916838e-05,35.46000000000001,0.9459012245590884,40,36.14504696829088,260.31728908259896,8.007893830026045,D16
12,82592,20.260329899392648,1.0,3.727906,0.2511940431574964,1261,0.2888184436256219,827,0.23,6.825279654211824e-05,-45.045,,,0.1877542619139868,0.0021188492832235,2.4215420379697792e-05,26.66,1.1401175209607632,42,-16.409581587330976,263.2230638098438,1.0000000002358251,D16
13,129784,31.836820220636085,1.0,3.709935,0.1161690391274976,1440,0.1170952234304822,911,0.11,4.0849752297719774e-05,-46.215,,,0.1896766935831843,0.0022344819084016,7.705110028971214e-06,23.18,1.059241488865828,43,-8.303035315276322,278.6144865888118,17.27630676143313,D16
14,81617,20.021156351689385,1.0,2.3883193,0.0824119757087584,404,0.078673032421362,247,0.07,3.1706968037469665e-06,-31.199999,,,0.1828295575676636,0.0019481235526912,2.4504698775990296e-05,56.65999999999999,0.9627963990142931,46,-2.2486815030564116,323.10801096590654,11.397034813093631,D16
15,36623,8.983849064140074,1.0,3.2209263,0.0729448907060229,72,0.074176264597824,47,0.075,9.56147301194408e-05,-43.289997,0.2954317331314087,0.1556512251496315,0.1844742375010239,0.0016656199655953,2.730524533762936e-05,18.4,0.9647375250609048,48,12.50268361774745,320.8543507748055,1.0000000000000002,D16
16,152200,37.33560406198616,1.0,3.0400164,0.0393020961029253,670,0.035108284644009,392,0.035,6.064521919883058e-05,-40.17,,,0.1874638633377135,0.0021419185282522,3.942181340341656e-05,29.659999999999997,1.0625663023568706,49,-16.728125967669893,305.5126298027249,1.0000000009677643,D16
17,17545,4.303897327644857,1.0,3.2324846,0.4326030191071683,98,0.5323826610419626,59,,1.5050358526827594e-05,-39.585,0.3109671771526336,0.190534158796072,0.225990310629809,0.0049016813907096,0.0001139925904816,6.259999999999991,1.0276637726608715,53,26.306125687967082,378.3826131518535,29.320941634699683,D16
18,44785,10.986038291169844,1.0,2.791811,0.1144963818514219,169,0.1188489440697209,110,0.115,0.0001191494144568,-43.484997,,,0.1811544043764653,0.0017863123813776,2.232890476722117e-05,12.26,1.99834978914561,54,1.777669066897277,358.2246925807927,15.117831803577225,D16
19,19271,4.727295833630324,0.9701492537313432,3.0059252,0.6000750371228585,164,0.2152671687279684,35,0.16,5.0283229673080446e-05,-39.195,,,0.1462300866587099,0.0014529604068289,5.189144310103264e-05,24.2,1.1009478887340494,60,37.074360298766685,435.0941542732077,1.0000000000000058,D16
20,4106,1.0072272685841996,1.0,1.4520952,0.2417984875866656,3,0.4759727705166429,3,0.325,0.0013205206276406,-20.279999,0.6687391996383667,0.3770743474364281,0.1668290306867998,0.0014612761811982,0.0,3.0,1.040421067202235,61,21.028729984953344,416.38941880248404,1.0000000000000848,D16
21,4304,1.0557978967331698,1.0,2.9298248,0.2200629572703758,3,0.2517526575661973,2,,6.012605065313531e-05,-38.219997,0.3163414001464844,0.2034518532454967,0.1779739776951673,0.0032527881040892,0.0,3.0,0.9680444647798426,63,26.904938315957416,419.8160477899186,7.0945653122243435,D16
22,22942,5.627814904008453,1.0,2.762549,0.0800330482617711,31,0.0640096898172677,16,0.08,0.0001071540531522,-41.34,0.6616528034210205,0.5584232181310653,0.1612326736988928,0.0013512335454624,8.71763577717723e-05,14.45999999999999,1.891225268309603,66,-15.392505772354928,443.5554572915072,1.0000000000469351,D16
23,19318,4.738825225160635,1.0,2.694427,0.3349914474201936,92,0.5879274284552294,76,,0.0001251973662568,-34.515,0.3522486686706543,0.1694694086909294,0.2192773579045449,0.0022259033026193,0.0001035303861683,4.800000000000001,0.994486834896699,83,31.510273235732342,569.0740522790736,34.930258101513004,D16
24,146291,35.88608970980301,1.0,4.2454386,0.0905429257055893,1426,0.101963665334393,1016,0.09,6.897301941531236e-06,-56.94,,,0.1887539219774285,0.0023651489155177,0.0,26.6,1.054154955107924,88,-13.674122684514025,625.6889542420956,16.40611562829673,D16
